7321,0.0108137,-0.0028821,0.00960784
7322,0.0107879,-0.00287447,0.00960951
7323,0.0107646,-0.00285424,0.00953248
7324,0.010738,-0.00283338,0.00948952
7325,0.0107033,-0.00278826,0.00945533
7326,0.0106649,-0.00273558,0.00943784
7327,0.0105366,-0.00268826,0.00941223
7328,0.010487,-0.0026197,0.00939581
7329,0.010443,-0.00256043,0.00937845
7330,0.0104168,-0.00250029,0.00937648
7331,0.0103948,-0.00244127,0.00940511
7332,0.0103894,-0.00237504,0.00937906
7333,0.0103752,-0.00230659,0.00936754
7334,0.0103682,-0.00223607,0.0093428
7335,0.010349,-0.002184,0.00931351
7336,0.010329,-0.00212965,0.00930719
7337,0.0103002,-0.00209591,0.00926551
7338,0.0102606,-0.00206797,0.00918699
7339,0.0102211,-0.00206072,0.00915297
7340,0.0101703,-0.00204542,0.00910767
7341,0.0101296,-0.00204043,0.00905755
7342,0.010088,-0.00205361,0.00902531
7343,0.0100563,-0.00206041,0.00895122
7344,0.0100301,-0.00208029,0.00889715
7345,0.00999908,-0.00209533,0.00884495
7346,0.00996786,-0.00211637,0.00880144
7347,0.00993603,-0.002131,0.00875359
7348,0.00990745,-0.00214902,0.00869848
7349,0.00988226,-0.00216817,0.0086432
7350,0.00986451,-0.00219585,0.00859909
7351,0.00985666,-0.00222534,0.00856742
7352,0.00987534,-0.00224547,0.00849888
7353,0.00990093,-0.00227155,0.00843924
7354,0.00993961,-0.00229586,0.00840137
7355,0.0100017,-0.00231633,0.00834118
7356,0.0100718,-0.00232651,0.00829401
7357,0.0101526,-0.00235305,0.00826826
7358,0.0102276,-0.00236853,0.00820699
7359,0.0102976,-0.00238062,0.00815697
7360,0.0103467,-0.00239313,0.00810837
7361,0.0103959,-0.00240931,0.00807099
7362,0.0104322,-0.00240559,0.00801899
7363,0.0104553,-0.00241043,0.00796499
7364,0.0104505,-0.00241295,0.00792215
7365,0.0104355,-0.00240714,0.00787111
7366,0.0103975,-0.00239957,0.00782228
7367,0.010344,-0.00238433,0.00781433
7368,0.0103113,-0.00235622,0.00775816
7369,0.010254,-0.00232316,0.00774201
7370,0.0101887,-0.00229213,0.00770518
7371,0.0101114,-0.00225159,0.0076759
7372,0.0100379,-0.00220864,0.00764099
7373,0.00995406,-0.0021563,0.00761776
7374,0.00987164,-0.00209789,0.00761433
7375,0.00979442,-0.00203659,0.00757607
7376,0.00971228,-0.00198812,0.0075666
7377,0.00963625,-0.00192335,0.00756592
7378,0.00954699,-0.00186859,0.00754348
7379,0.00944357,-0.00179382,0.00752205
7380,0.00934122,-0.00172007,0.00750641
7381,0.00924544,-0.00165268,0.00748466
7382,0.00912458,-0.00158251,0.00749352
7383,0.00901442,-0.00150611,0.00746082
